Date,Close,High,Low,Open,Volume
1980/12/12,0.09859663993120193,0.09902529718444875,0.09859663993120193,0.09859663993120193,469033600
1980/12/15,0.09345276653766632,0.09388142366973125,0.09345276653766632,0.09388142366973125,175884800
1980/12/16,0.08659355342388153,0.0870222049421365,0.08659355342388153,0.0870222049421365,105728000
1980/12/17,0.08873679488897324,0.08916545199755053,0.08873679488897324,0.08873679488897324,86441600
1980/12/18,0.09130952507257462,0.09173817660798893,0.09130952507257462,0.09130952507257462,73449600
1980/12/19,0.09688199311494827,0.09731065023877628,0.09688199311494827,0.09688199311494827,48630400
1980/12/22,0.10159721970558167,0.10202664387004169,0.10159721970558167,0.10159721970558167,37363200
1980/12/23,0.10588453710079193,0.10631319436497318,0.10588453710079193,0.10588453710079193,46950400
1980/12/24,0.11145702004432678,0.11188567720409187,0.11145702004432678,0.11145702004432678,48003200
1980/12/26,0.12174548953771591,0.12217414669533261,0.1217454895377159,0.1217454895377159,55574400
1980/12/29,0.12346012890338898,0.1238887861380231,0.12346012890338898,0.12346012890338898,93161600
1980/12/30,0.12045954912900925,0.12088819490939587,0.12045954912900925,0.12088819490939587,68880000
1980/12/31,0.1170303001999855,0.1174589573761174,0.11703030019998552,0.1174589573761174,35750400
1981/1/2,0.11831630021333694,0.11917361485494618,0.11831630021333694,0.11831630021333694,21660800
1981/1/5,0.11574439704418182,0.11617304298409441,0.11574439704418184,0.11617304298409441,35728000
1981/1/6,0.11059974879026413,0.11102840611694033,0.11059974879026413,0.11102840611694033,45158400
1981/1/7,0.10588453710079193,0.10631319436497318,0.10588453710079193,0.10631319436497318,55686400
1981/1/8,0.10374127328395844,0.10416991909948937,0.10374127328395844,0.10416991909948937,39827200
1981/1/9,0.1093137189745903,0.10974237602958503,0.1093137189745903,0.1093137189745903,21504000
1981/1/12,0.10845644026994705,0.10931374312228369,0.10845644026994705,0.10931374312228369,23699200
1981/1/13,0.10459854453802109,0.1050272016701722,0.10459854453802109,0.1050272016701722,23049600
1981/1/14,0.10502728074789047,0.10545593820278872,0.10502728074789047,0.10502728074789047,14291200
1981/1/15,0.10717049986124039,0.1080278028703124,0.10717049986124039,0.10717049986124039,14067200
1981/1/16,0.10631319135427475,0.10674184860631679,0.10631319135427475,0.10674184860631679,13395200
1981/1/19,0.11274299770593643,0.1131716549327296,0.11274299770593643,0.11274299770593643,41574400
1981/1/20,0.1093137189745903,0.10974237602958503,0.1093137189745903,0.10974237602958503,30083200
1981/1/21,0.11145702004432678,0.11231432291682088,0.11145702004432678,0.11145702004432678,15904000
1981/1/22,0.11274299770593643,0.11360031215952278,0.11274299770593643,0.11274299770593643,35548800
1981/1/23,0.11231435090303421,0.1131716654361879,0.11231435090303421,0.11274300816961105,11222400
1981/1/26,0.11059974879026413,0.11102840611694033,0.11059974879026413,0.11102840611694033,24640000
1981/1/27,0.10974240303039551,0.11059970590428085,0.10974240303039551,0.11059970590428085,23699200
1981/1/28,0.10631319135427475,0.10674184860631679,0.10631319135427475,0.10674184860631679,28156800
1981/1/29,0.10245530307292938,0.10288396034209572,0.10245530307292938,0.10288396034209572,43904000
1981/1/30,0.09688199311494827,0.09773930736260429,0.09688199311494827,0.09773930736260429,46188800
1981/2/2,0.09130952507257462,0.09173817660798893,0.09130952507257462,0.09173817660798893,23766400
1981/2/3,0.09473874419927597,0.09516739566206792,0.09473874419927597,0.09473874419927597,19152000
1981/2/4,0.09816796332597733,0.09859660899770316,0.09816796332597733,0.09816796332597733,27865600
1981/2/5,0.09816796332597733,0.09902526611646396,0.09816796332597733,0.09816796332597733,7929600
1981/2/6,0.09859663993120193,0.09902529718444875,0.09859663993120193,0.09859663993120193,13865600
1981/2/9,0.09345276653766632,0.09431007507827852,0.09345276653766632,0.09431007507827852,16755200
1981/2/10,0.09345276653766632,0.09388142366973125,0.09345276653766632,0.09345276653766632,18345600
1981/2/11,0.09045223146677017,0.09088088307416274,0.09045223146677017,0.09088088307416274,13843200
1981/2/12,0.08959411829710007,0.09002354242848763,0.08959411829710007,0.09002354242848763,14560000
1981/2/13,0.08745083212852478,0.0883081405939113,0.08745083212852478,0.0883081405939113,11155200
1981/2/17,0.08959411829710007,0.09002354242848763,0.08959411829710007,0.08959411829710007,12275200
1981/2/18,0.09345276653766632,0.09431007507827852,0.09345276653766632,0.09345276653766632,19241600
1981/2/19,0.0878794938325882,0.08830815097744281,0.0878794938325882,0.08830815097744281,22310400
1981/2/20,0.083164282143116,0.08359293919809345,0.083164282143116,0.08359293919809345,24371200
1981/2/23,0.08445023745298386,0.08487889448558679,0.08445023745298386,0.08445023745298386,14112000
1981/2/24,0.08144968748092651,0.08230699610009351,0.08144968748092651,0.08230699610009351,16979200
1981/2/25,0.08659355342388153,0.0870222049421365,0.08659355342388153,0.08659355342388153,19488000
1981/2/26,0.0878794938325882,0.08830815097744281,0.0878794938325882,0.0878794938325882,10841600
1981/2/27,0.09088084846735,0.09173815707919813,0.09088084846735,0.09088084846735,14761600
1981/3/2,0.09130952507257462,0.09173817660798893,0.09130952507257462,0.09130952507257462,11760000
1981/3/3,0.09002353250980377,0.09045218964250955,0.09002353250980377,0.09045218964250955,16172800
1981/3/4,0.08916547149419785,0.0895941229729854,0.08916547149419785,0.0895941229729854,13708800
1981/3/5,0.08873679488897324,0.08916545199755053,0.08873679488897324,0.08916545199755053,5376000
1981/3/6,0.0878794938325882,0.08873680239877958,0.0878794938325882,0.08873680239877958,11603200
1981/3/9,0.08102105557918549,0.08144970713042077,0.08102105557918549,0.08144970713042077,15321600
1981/3/10,0.07716239243745804,0.07759104396863138,0.07716239243745804,0.07759104396863138,28380800
1981/3/11,0.07416179776191711,0.07501910641989218,0.07416179776191711,0.07501910641989218,29859200
1981/3/12,0.07716239243745804,0.07759104396863138,0.07716239243745804,0.07716239243745804,59248000
1981/3/13,0.07630506902933121,0.07673372047836252,0.07630506902933121,0.07673372047836252,231302400
1981/3/16,0.07930643111467361,0.08016373986701975,0.07930643111467361,0.07930643111467361,37228800
1981/3/17,0.083164282143116,0.08402159052955425,0.083164282143116,0.083164282143116,43747200
1981/3/18,0.08830815553665161,0.08916546414710445,0.08830815553665161,0.08830815553665161,36937600
1981/3/19,0.08745083212852478,0.08787948349945945,0.08745083212852478,0.08787948349945945,37811200
1981/3/20,0.08830815553665161,0.08916546414710445,0.08830815553665161,0.08830815553665161,14604800
1981/3/23,0.09173817932605743,0.09259548814580623,0.09173817932605743,0.09173817932605743,22019200
1981/3/24,0.09130952507257462,0.09173817660798893,0.09130952507257462,0.09173817660798893,28156800
1981/3/25,0.08959411829710007,0.09045219960842232,0.08959411829710007,0.09045219960842232,7056000
1981/3/26,0.0878794938325882,0.08830815097744281,0.0878794938325882,0.08830815097744281,12275200
1981/3/27,0.08487895131111145,0.08530760290717557,0.08487895131111145,0.08530760290717557,12252800
1981/3/30,0.08487895131111145,0.08573626022675986,0.08487895131111145,0.08487895131111145,9900800
1981/3/31,0.08402165025472641,0.08487895925056625,0.08402165025472641,0.08487895925056625,15993600
1981/4/1,0.083164282143116,0.08359293919809345,0.083164282143116,0.08359293919809345,34070400
1981/4/2,0.09045223146677017,0.09088088307416274,0.09045223146677017,0.09045223146677017,31404800
1981/4/3,0.09088084846735,0.09130950563503315,0.09088084846735,0.09088084846735,16486400
1981/4/6,0.08916547149419785,0.0895941229729854,0.08916547149419785,0.0895941229729854,22803200
1981/4/7,0.08830815553665161,0.08873680698011897,0.08830815553665161,0.08873680698011897,10684800
1981/4/8,0.09259547293186188,0.09345278161075016,0.09259547293186188,0.09259547293186188,21952000
1981/4/9,0.09431008249521255,0.09473873966098886,0.09431008249521255,0.09431008249521255,12499200
