date,signal,price,cash,position,position_value,total_value,daily_pnl
2023-07-14,0.0,4.0874738693237305,1136733.1159275773,0,0.0,1136733.1159275773,0.0
2023-07-17,0.0,4.090607166290283,1136733.1159275773,0,0.0,1136733.1159275773,0.0
2023-07-18,0.0,4.063753604888916,1136733.1159275773,0,0.0,1136733.1159275773,0.0
2023-07-19,1.0,4.081655502319336,3.409615594195202,278219,1135594.1121997833,1135597.5218153775,-1135.5941121997312
2023-07-20,0.0,4.099557876586914,3.409615594195202,278219,1140574.8928661346,1140578.3024817288,4980.780666351318
2023-07-21,0.0,4.099557876586914,3.409615594195202,278219,1140574.8928661346,1140578.3024817288,0.0
2023-07-24,0.0,4.090607166290283,3.409615594195202,278219,1138084.6351981163,1138088.0448137105,-2490.257668018341
2023-07-25,0.0,4.135362148284912,3.409615594195202,278219,1150536.32153368,1150539.7311492742,12451.68633556366
2023-07-26,0.0,4.144312858581543,3.409615594195202,278219,1153026.5792016983,1153029.9888172925,2490.257668018341
2023-07-27,0.0,4.206969738006592,3.409615594195202,278219,1170458.913538456,1170462.3231540502,17432.33433675766
2023-07-28,0.0,4.287528991699219,3.409615594195202,278219,1192872.028541565,1192875.4381571591,22413.11500310898
2023-07-31,0.0,4.269627094268799,3.409615594195202,278219,1187891.380540371,1187894.7901559651,-4980.648001194
2023-08-01,0.0,4.278578281402588,3.409615594195202,278219,1190381.7708735466,1190385.1804891408,2490.390333175659
2023-08-02,0.0,4.180116653442383,3.409615594195202,278219,1162987.8752040863,1162991.2848196805,-27393.895669460297
2023-08-03,1.0,4.224871635437012,3.409615594195202,278219,1175439.56153965,1175442.9711552442,12451.68633556366
2023-08-04,0.0,4.242773532867432,3.409615594195202,278219,1180420.209540844,1180423.6191564382,4980.648001194
2023-08-07,0.0,4.215921401977539,3.409615594195202,278219,1172949.436536789,1172952.8461523831,-7470.773004055023
2023-08-08,0.0,4.189067840576172,3.409615594195202,278219,1165478.265537262,1165481.6751528562,-7471.1709995269775
2023-08-09,0.0,4.215921401977539,3.409615594195202,278219,1172949.436536789,1172952.8461523831,7471.1709995269775
2023-08-10,0.0,4.198019027709961,3.409615594195202,278219,1167968.6558704376,1167972.0654860318,-4980.780666351318
2023-08-11,0.0,4.126411437988281,3.409615594195202,278219,1148046.0638656616,1148049.4734812558,-19922.592004776
