signal,price,cash,position,position_value,total_value,daily_pnl,returns,cumulative_returns,drawdown
0.0,3.992000102996826,1.6113117852946743,248631,992534.9776082039,992536.5889199892,-2237.635371208191,-0.0022493901797692173,-0.007463411080010807,-0.007463411080010817
0.0,4.010000228881836,1.6113117852946743,248631,997010.3669071198,997011.978218905,4475.389298915863,0.0045090421339384346,-0.0029880217810950294,-0.0029880217810949543
0.0,4.005000114440918,1.6113117852946743,248631,995767.1834535599,995768.7947653452,-1243.1834535598755,-0.001246909245544603,-0.004231205234654922,-0.0042312052346548295
0.0,4.017000198364258,1.6113117852946743,248631,998750.7763195038,998752.3876312891,2983.5928659439087,0.0029962707022235247,-0.0012476123687110707,-0.0012476123687109211
0.0,4.007999897003174,1.6113117852946743,248631,996513.0223917961,996514.6337035814,-2237.753927707672,-0.0022405492646829783,-0.0034853662964187127,-0.0034853662964185934
0.0,4.020999908447266,1.6113117852946743,248631,999745.2282371521,999746.8395489374,3232.2058453559875,0.003243510668120786,-0.00025316045106271723,-0.0002531604510626057
0.0,4.010000228881836,1.6113117852946743,248631,997010.3669071198,997011.978218905,-2734.8613300323486,-0.0027355538640825294,-0.0029880217810951404,-0.0029880217810949543
0.0,4.014999866485596,1.6113117852946743,248631,998253.4318041801,998255.0431159654,1243.0648970603943,0.0012467903337340935,-0.001744956884034754,-0.0017449568840345602
0.0,4.0289998054504395,1.6113117852946743,248631,1001734.2506289482,1001735.8619407335,3480.8188247680664,0.003486903320721435,0.0017358619407332743,0.0
0.0,4.026000022888184,1.6113117852946743,248631,1000988.411690712,1000990.0230024973,-745.8389382362366,-0.0007445465082893676,0.0009900230024970647,-0.000744546508289391
0.0,4.044000148773193,1.6113117852946743,248631,1005463.8009896278,1005465.4123014131,4475.389298915863,0.004470962942759282,0.005465412301413064,0.0
0.0,4.071000099182129,1.6113117852946743,248631,1012176.8256597519,1012178.4369715372,6713.024670124054,0.006676534655487121,0.012178436971537199,0.0
0.0,4.076000213623047,1.6113117852946743,248631,1013420.0091133118,1013421.6204250971,1243.1834535598755,0.0012282255856779223,0.013421620425097203,0.0
0.0,4.0329999923706055,1.6113117852946743,248631,1002728.821103096,1002730.4324148813,-10691.18801021576,-0.01054959534584543,0.0027304324148813564,-0.010549595345845451
0.0,4.0329999923706055,1.6113117852946743,248631,1002728.821103096,1002730.4324148813,0.0,0.0,0.0027304324148813564,-0.010549595345845451
0.0,4.060999870300293,1.6113117852946743,248631,1009690.4587526321,1009692.0700644174,6961.637649536133,0.006942681127938277,0.009692070064417635,-0.0036801566944222115
0.0,4.089000225067139,1.6113117852946743,248631,1016652.2149586678,1016653.826270453,6961.756206035614,0.006894930060797,0.016653826270453198,0.0
0.0,4.142000198364258,1.6113117852946743,248631,1029829.6513195038,1029831.2626312891,13177.436360836029,0.012961576517325213,0.0298312626312891,0.0
0.0,4.138999938964844,1.6113117852946743,248631,1029083.6938247681,1029085.3051365534,-745.9574947357178,-0.000724349242253286,0.029085305136553385,-0.0007243492422532848
0.0,4.173999786376953,1.6113117852946743,248631,1037785.7408866882,1037787.3521984735,8702.047061920166,0.008456098846699067,0.03778735219847351,0.0
0.0,4.197999954223633,1.6113117852946743,248631,1043752.926618576,1043754.5379303613,5967.185731887817,0.005749911789969975,0.043754537930361215,0.0
0.0,4.327000141143799,1.6113117852946743,248631,1075826.3720927238,1075827.9834045093,32073.445474147913,0.0307289159554176,0.07582798340450903,0.0
0.0,4.285999774932861,1.6113117852946743,248631,1065632.4100413322,1065634.0213531177,-10193.962051391602,-0.009475457237254847,0.06563402135311747,-0.0094754572372549
0.0,4.2230000495910645,1.6113117852946743,248631,1049968.725329876,1049970.3366416614,-15663.684711456299,-0.014698934528729612,0.04997033664166106,-0.024035112640424298
0.0,4.252999782562256,1.6113117852946743,248631,1057427.5889382362,1057429.2002500216,7458.8636083602905,0.007103880317435918,0.057429200250021406,-0.017101974886602016
0.0,4.275000095367432,1.6113117852946743,248631,1062897.5487113,1062899.1600230853,5469.95977306366,0.005172885117765258,0.06289916002308527,-0.012017556320212149
0.0,4.245999813079834,1.6113117852946743,248631,1055687.1795258522,1055688.7908376376,-7210.369185447693,-0.006783681328049074,0.05568879083763756,-0.018719714375843063
0.0,4.224999904632568,1.6113117852946743,248631,1050465.9512887,1050467.5626004855,-5221.2282371521,-0.00494580247746057,0.05046756260048535,-0.023572932843566194
0.0,4.239999771118164,1.6113117852946743,248631,1054195.3830928802,1054196.9944046657,3729.4318041801453,0.0035502588913338684,0.05419699440466563,-0.020106363966655057
