净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-03-22,1.025,1.025,0.10%,开放申购,开放赎回,
2016-03-23,1.023,1.023,-0.20%,开放申购,开放赎回,
2016-03-24,1.013,1.013,-0.98%,开放申购,开放赎回,
2016-03-29,1.013,1.013,,开放申购,开放赎回,
2016-03-30,1.029,1.029,1.58%,开放申购,开放赎回,
2016-03-31,1.025,1.025,-0.39%,开放申购,开放赎回,
2016-04-01,1.012,1.012,-1.27%,开放申购,开放赎回,
2016-04-05,0.998,0.998,-1.38%,开放申购,开放赎回,
2016-04-06,1.001,1.001,0.30%,开放申购,开放赎回,
2016-04-07,1.003,1.003,0.20%,开放申购,开放赎回,
2016-04-08,1.008,1.008,0.50%,开放申购,开放赎回,
2016-04-11,1.01,1.01,0.20%,开放申购,开放赎回,
2016-04-12,1.012,1.012,0.20%,开放申购,开放赎回,
2016-04-13,1.043,1.043,3.06%,开放申购,开放赎回,
2016-04-14,1.055,1.055,1.15%,开放申购,开放赎回,
2016-04-15,1.055,1.055,0.00%,开放申购,开放赎回,
2016-04-18,1.046,1.046,-0.85%,开放申购,开放赎回,
2016-04-19,1.057,1.057,1.05%,开放申购,开放赎回,
2016-04-20,1.045,1.045,-1.14%,开放申购,开放赎回,
2016-04-21,1.067,1.067,2.11%,开放申购,开放赎回,
2016-04-22,1.061,1.061,-0.56%,开放申购,开放赎回,
2016-04-25,1.057,1.057,-0.38%,开放申购,开放赎回,
2016-04-26,1.058,1.058,0.09%,开放申购,开放赎回,
2016-04-27,1.055,1.055,-0.28%,开放申购,开放赎回,
2016-04-28,1.058,1.058,0.28%,开放申购,开放赎回,
2016-04-29,1.037,1.037,-1.98%,开放申购,开放赎回,
2016-05-03,1.019,1.019,-1.74%,开放申购,开放赎回,
2016-05-04,1.018,1.018,-0.10%,开放申购,开放赎回,
2016-05-05,1.017,1.017,-0.10%,开放申购,开放赎回,
2016-05-06,1.003,1.003,-1.38%,开放申购,开放赎回,
2016-05-09,1.004,1.004,0.10%,开放申购,开放赎回,
2016-05-10,1.01,1.01,0.60%,开放申购,开放赎回,
2016-05-11,1.001,1.001,-0.89%,开放申购,开放赎回,
2016-05-12,0.991,0.991,-1.00%,开放申购,开放赎回,
2016-05-13,0.986,0.986,-0.50%,开放申购,开放赎回,
2016-05-16,0.995,0.995,0.91%,开放申购,开放赎回,
2016-05-17,1.005,1.005,1.01%,开放申购,开放赎回,
2016-05-18,0.993,0.993,-1.19%,开放申购,开放赎回,
2016-05-19,0.992,0.992,-0.10%,开放申购,开放赎回,
2016-05-20,1.0,1.0,0.81%,开放申购,开放赎回,
2016-05-23,0.998,0.998,-0.20%,开放申购,开放赎回,
2016-05-24,0.999,0.999,0.10%,开放申购,开放赎回,
2016-05-25,1.028,1.028,2.90%,开放申购,开放赎回,
2016-05-26,1.027,1.027,-0.10%,开放申购,开放赎回,
2016-05-27,1.035,1.035,0.78%,开放申购,开放赎回,
2016-05-30,1.042,1.042,0.68%,开放申购,开放赎回,
2016-05-31,1.051,1.051,0.86%,开放申购,开放赎回,
2016-06-01,1.05,1.05,-0.10%,开放申购,开放赎回,
2016-06-02,1.053,1.053,0.29%,开放申购,开放赎回,
2016-06-03,1.058,1.058,0.47%,开放申购,开放赎回,
2016-06-06,1.058,1.058,0.00%,开放申购,开放赎回,
2016-06-07,1.076,1.076,1.70%,开放申购,开放赎回,
2016-06-08,1.075,1.075,-0.09%,开放申购,开放赎回,
2016-06-13,1.061,1.061,-1.30%,开放申购,开放赎回,
2016-06-14,1.053,1.053,-0.75%,开放申购,开放赎回,
2016-06-15,1.061,1.061,0.76%,开放申购,开放赎回,
2016-06-16,1.038,1.038,-2.17%,开放申购,开放赎回,
2016-06-17,1.045,1.045,0.67%,开放申购,开放赎回,
2016-06-20,1.057,1.057,1.15%,开放申购,开放赎回,
2016-06-21,1.064,1.064,0.66%,开放申购,开放赎回,
2016-06-22,1.079,1.079,1.41%,开放申购,开放赎回,
2016-06-23,1.08,1.08,0.09%,开放申购,开放赎回,
2016-06-24,1.05,1.05,-2.78%,开放申购,开放赎回,
2016-06-27,1.055,1.055,0.48%,开放申购,开放赎回,
2016-06-28,1.056,1.056,0.09%,开放申购,开放赎回,
2016-06-29,1.069,1.069,1.23%,开放申购,开放赎回,
2016-06-30,1.087,1.087,1.68%,开放申购,开放赎回,
2016-07-04,1.101,1.101,,开放申购,开放赎回,
2016-07-05,1.088,1.088,-1.18%,开放申购,开放赎回,
2016-07-06,1.079,1.079,-0.83%,开放申购,开放赎回,
2016-07-07,1.089,1.089,0.93%,开放申购,开放赎回,
2016-07-08,1.082,1.082,-0.64%,开放申购,开放赎回,
2016-07-11,1.098,1.098,1.48%,开放申购,开放赎回,
2016-07-12,1.116,1.116,1.64%,开放申购,开放赎回,
2016-07-13,1.12,1.12,0.36%,开放申购,开放赎回,
2016-07-14,1.131,1.131,0.98%,开放申购,开放赎回,
2016-07-15,1.136,1.136,0.44%,开放申购,开放赎回,
2016-07-18,1.144,1.144,0.70%,开放申购,开放赎回,
2016-07-19,1.138,1.138,-0.52%,开放申购,开放赎回,
2016-07-20,1.148,1.148,0.88%,开放申购,开放赎回,
2016-07-21,1.152,1.152,0.35%,开放申购,开放赎回,
2016-07-22,1.148,1.148,-0.35%,开放申购,开放赎回,
2016-07-25,1.1528,1.1528,0.42%,开放申购,开放赎回,
2016-07-26,1.1573,1.1573,0.39%,开放申购,开放赎回,
2016-07-27,1.1602,1.1602,0.25%,开放申购,开放赎回,
2016-07-28,1.1571,1.1571,-0.27%,开放申购,开放赎回,
2016-07-29,1.1414,1.1414,-1.36%,开放申购,开放赎回,
2016-08-01,1.1494,1.1494,0.70%,开放申购,开放赎回,
2016-08-02,1.1516,1.1516,0.19%,开放申购,开放赎回,
2016-08-03,1.1287,1.1287,-1.99%,开放申购,开放赎回,
2016-08-04,1.1376,1.1376,0.79%,开放申购,开放赎回,
2016-08-05,1.1524,1.1524,1.30%,开放申购,开放赎回,
2016-08-08,1.173,1.173,1.79%,开放申购,开放赎回,
2016-08-09,1.1699,1.1699,-0.26%,开放申购,开放赎回,
2016-08-10,1.17,1.17,0.01%,开放申购,开放赎回,
2016-08-11,1.1715,1.1715,0.13%,开放申购,开放赎回,
2016-08-12,1.1875,1.1875,1.37%,开放申购,开放赎回,
2016-08-15,1.1938,1.1938,0.53%,开放申购,开放赎回,
2016-08-16,1.1912,1.1912,-0.22%,开放申购,开放赎回,
2016-08-17,1.1814,1.1814,-0.82%,开放申购,开放赎回,
2016-08-18,1.1976,1.1976,1.37%,开放申购,开放赎回,
2016-08-19,1.1926,1.1926,-0.42%,开放申购,开放赎回,
2016-08-22,1.2039,1.2039,0.95%,开放申购,开放赎回,
2016-08-23,1.2028,1.2028,-0.09%,开放申购,开放赎回,
2016-08-24,1.1913,1.1913,-0.96%,开放申购,开放赎回,
2016-08-25,1.1937,1.1937,0.20%,开放申购,开放赎回,
2016-08-26,1.1964,1.1964,0.23%,开放申购,开放赎回,
2016-08-29,1.1984,1.1984,0.17%,开放申购,开放赎回,
2016-08-30,1.2076,1.2076,0.77%,开放申购,开放赎回,
2016-08-31,1.2067,1.2067,-0.07%,开放申购,开放赎回,
2016-09-01,1.2148,1.2148,0.67%,开放申购,开放赎回,
2016-09-02,1.2185,1.2185,0.30%,开放申购,开放赎回,
2016-09-05,1.2412,1.2412,1.86%,开放申购,开放赎回,
2016-09-06,1.245,1.245,0.31%,开放申购,开放赎回,
2016-09-07,1.2403,1.2403,-0.38%,开放申购,开放赎回,
2016-09-08,1.2501,1.2501,0.79%,开放申购,开放赎回,
2016-09-09,1.26,1.26,0.79%,开放申购,开放赎回,
2016-09-12,1.2271,1.2271,-2.61%,开放申购,开放赎回,
2016-09-13,1.2208,1.2208,-0.51%,开放申购,开放赎回,
2016-09-14,1.2226,1.2226,0.15%,开放申购,开放赎回,
2016-09-19,1.2374,1.2374,1.21%,开放申购,开放赎回,
2016-09-20,1.2334,1.2334,-0.32%,开放申购,开放赎回,
2016-09-21,1.2428,1.2428,0.76%,开放申购,开放赎回,
2016-09-22,1.2442,1.2442,0.11%,开放申购,开放赎回,
2016-09-23,1.2438,1.2438,-0.03%,开放申购,开放赎回,
2016-09-26,1.2271,1.2271,-1.34%,开放申购,开放赎回,
2016-09-27,1.2383,1.2383,0.91%,开放申购,开放赎回,
2016-09-28,1.2412,1.2412,0.23%,开放申购,开放赎回,
2016-09-29,1.2471,1.2471,0.48%,开放申购,开放赎回,
2016-09-30,1.2266,1.2266,-1.64%,开放申购,开放赎回,
2016-10-11,1.2431,1.2431,,开放申购,开放赎回,
2016-10-12,1.2394,1.2394,-0.30%,开放申购,开放赎回,
2016-10-13,1.2213,1.2213,-1.46%,开放申购,开放赎回,
2016-10-14,1.2287,1.2287,0.61%,开放申购,开放赎回,
2016-10-17,1.2227,1.2227,-0.49%,开放申购,开放赎回,
2016-10-18,1.2392,1.2392,1.35%,开放申购,开放赎回,
2016-10-19,1.2355,1.2355,-0.30%,开放申购,开放赎回,
2016-10-20,1.2405,1.2405,0.40%,开放申购,开放赎回,
2016-10-21,1.2444,1.2444,0.31%,开放申购,开放赎回,
2016-10-24,1.2579,1.2579,1.08%,开放申购,开放赎回,
2016-10-25,1.2574,1.2574,-0.04%,开放申购,开放赎回,
2016-10-26,1.2443,1.2443,-1.04%,开放申购,开放赎回,
2016-10-27,1.2355,1.2355,-0.71%,开放申购,开放赎回,
2016-10-28,1.2283,1.2283,-0.58%,开放申购,开放赎回,
2016-10-31,1.2236,1.2236,-0.38%,开放申购,开放赎回,
2016-11-01,1.2362,1.2362,1.03%,开放申购,开放赎回,
2016-11-02,1.2166,1.2166,-1.59%,开放申购,开放赎回,
2016-11-03,1.2092,1.2092,-0.61%,开放申购,开放赎回,
2016-11-04,1.2069,1.2069,-0.19%,开放申购,开放赎回,
2016-11-07,1.218,1.218,0.92%,开放申购,开放赎回,
2016-11-08,1.2252,1.2252,0.59%,开放申购,开放赎回,
2016-11-09,1.2013,1.2013,-1.95%,开放申购,开放赎回,
2016-11-10,1.2155,1.2155,1.18%,开放申购,开放赎回,
2016-11-11,1.2047,1.2047,-0.89%,开放申购,开放赎回,
2016-11-14,1.195,1.195,-0.81%,开放申购,开放赎回,
2016-11-15,1.1996,1.1996,0.38%,开放申购,开放赎回,
2016-11-16,1.199,1.199,-0.05%,开放申购,开放赎回,
2016-11-17,1.199,1.199,0.00%,开放申购,开放赎回,
2016-11-18,1.2044,1.2044,0.45%,开放申购,开放赎回,
2016-11-21,1.2077,1.2077,0.27%,开放申购,开放赎回,
2016-11-22,1.221,1.221,1.10%,开放申购,开放赎回,
2016-11-23,1.222,1.222,0.08%,开放申购,开放赎回,
2016-11-24,1.2212,1.2212,-0.07%,开放申购,开放赎回,
2016-11-25,1.2282,1.2282,0.57%,开放申购,开放赎回,
2016-11-28,1.2314,1.2314,0.26%,开放申购,开放赎回,
2016-11-29,1.2243,1.2243,-0.58%,开放申购,开放赎回,
2016-11-30,1.2265,1.2265,0.18%,开放申购,开放赎回,
2016-12-01,1.2324,1.2324,0.48%,开放申购,开放赎回,
2016-12-02,1.2142,1.2142,-1.48%,开放申购,开放赎回,
2016-12-05,1.2125,1.2125,-0.14%,开放申购,开放赎回,
2016-12-06,1.2163,1.2163,0.31%,开放申购,开放赎回,
2016-12-07,1.2263,1.2263,0.82%,开放申购,开放赎回,
2016-12-08,1.2277,1.2277,0.11%,开放申购,开放赎回,
2016-12-09,1.2264,1.2264,-0.11%,开放申购,开放赎回,
2016-12-12,1.211,1.211,-1.26%,开放申购,开放赎回,
2016-12-13,1.2099,1.2099,-0.09%,开放申购,开放赎回,
2016-12-14,1.2124,1.2124,0.21%,开放申购,开放赎回,
2016-12-15,1.1968,1.1968,-1.29%,开放申购,开放赎回,
2016-12-16,1.1977,1.1977,0.08%,开放申购,开放赎回,
2016-12-19,1.1843,1.1843,-1.12%,开放申购,开放赎回,
2016-12-20,1.1809,1.1809,-0.29%,开放申购,开放赎回,
2016-12-21,1.1856,1.1856,0.40%,开放申购,开放赎回,
2016-12-22,1.1768,1.1768,-0.74%,开放申购,开放赎回,
2016-12-23,1.173,1.173,-0.32%,开放申购,开放赎回,
2016-12-28,1.1824,1.1824,,开放申购,开放赎回,
2016-12-29,1.1849,1.1849,0.21%,开放申购,开放赎回,
2016-12-30,1.1938,1.1938,0.75%,开放申购,开放赎回,
2016-12-31,1.1938,1.1938,0.00%,开放申购,开放赎回,
2017-01-03,1.2035,1.2035,0.81%,开放申购,开放赎回,
2017-01-04,1.2033,1.2033,-0.02%,开放申购,开放赎回,
2017-01-05,1.2168,1.2168,1.12%,开放申购,开放赎回,
2017-01-06,1.2088,1.2088,-0.66%,开放申购,开放赎回,
2017-01-09,1.2214,1.2214,1.04%,开放申购,开放赎回,
2017-01-10,1.2302,1.2302,0.72%,开放申购,开放赎回,
2017-01-11,1.2405,1.2405,0.84%,开放申购,开放赎回,
2017-01-12,1.2335,1.2335,-0.56%,开放申购,开放赎回,
2017-01-13,1.2354,1.2354,0.15%,开放申购,开放赎回,
2017-01-16,1.2231,1.2231,-1.00%,开放申购,开放赎回,
2017-01-17,1.2316,1.2316,0.70%,开放申购,开放赎回,
2017-01-18,1.2367,1.2367,0.41%,开放申购,开放赎回,
2017-01-19,1.2348,1.2348,-0.15%,开放申购,开放赎回,
2017-01-20,1.2284,1.2284,-0.52%,开放申购,开放赎回,
2017-01-23,1.2267,1.2267,-0.14%,开放申购,开放赎回,
2017-01-24,1.2254,1.2254,-0.11%,开放申购,开放赎回,
2017-01-25,1.2355,1.2355,0.82%,开放申购,开放赎回,
2017-01-26,1.2519,1.2519,1.33%,开放申购,开放赎回,
2017-02-03,1.2384,1.2384,-1.08%,开放申购,开放赎回,
2017-02-06,1.251,1.251,1.02%,开放申购,开放赎回,
2017-02-07,1.2497,1.2497,-0.10%,开放申购,开放赎回,
2017-02-08,1.2612,1.2612,0.92%,开放申购,开放赎回,
2017-02-09,1.2602,1.2602,-0.08%,开放申购,开放赎回,
2017-02-10,1.2651,1.2651,0.39%,开放申购,开放赎回,
2017-02-13,1.2719,1.2719,0.54%,开放申购,开放赎回,
2017-02-14,1.2706,1.2706,-0.10%,开放申购,开放赎回,
2017-02-15,1.2825,1.2825,0.94%,开放申购,开放赎回,
2017-02-16,1.2877,1.2877,0.41%,开放申购,开放赎回,
2017-02-17,1.2812,1.2812,-0.50%,开放申购,开放赎回,
2017-02-20,1.2917,1.2917,0.82%,开放申购,开放赎回,
2017-02-21,1.2831,1.2831,-0.67%,开放申购,开放赎回,
2017-02-22,1.2959,1.2959,1.00%,开放申购,开放赎回,
2017-02-23,1.292,1.292,-0.30%,开放申购,开放赎回,
2017-02-24,1.2839,1.2839,-0.63%,开放申购,开放赎回,
2017-02-27,1.2841,1.2841,0.02%,开放申购,开放赎回,
2017-02-28,1.2735,1.2735,-0.83%,开放申购,开放赎回,
2017-03-01,1.2761,1.2761,0.20%,开放申购,开放赎回,
2017-03-02,1.2734,1.2734,-0.21%,开放申购,开放赎回,
2017-03-03,1.2663,1.2663,-0.56%,开放申购,开放赎回,
2017-03-06,1.2666,1.2666,0.02%,开放申购,开放赎回,
2017-03-07,1.2739,1.2739,0.58%,开放申购,开放赎回,
2017-03-08,1.2804,1.2804,0.51%,开放申购,开放赎回,
2017-03-09,1.2672,1.2672,-1.03%,开放申购,开放赎回,
2017-03-10,1.2711,1.2711,0.31%,开放申购,开放赎回,
2017-03-13,1.2823,1.2823,0.88%,开放申购,开放赎回,
2017-03-14,1.2843,1.2843,0.16%,开放申购,开放赎回,
2017-03-15,1.2821,1.2821,-0.17%,开放申购,开放赎回,
2017-03-16,1.3036,1.3036,1.68%,开放申购,开放赎回,
2017-03-17,1.3054,1.3054,0.14%,开放申购,开放赎回,
2017-03-20,1.3175,1.3175,0.93%,开放申购,开放赎回,
2017-03-21,1.3228,1.3228,0.40%,开放申购,开放赎回,
2017-03-22,1.3054,1.3054,-1.32%,开放申购,开放赎回,
2017-03-23,1.3051,1.3051,-0.02%,开放申购,开放赎回,
2017-03-24,1.3064,1.3064,0.10%,开放申购,开放赎回,
2017-03-27,1.2955,1.2955,-0.83%,开放申购,开放赎回,
2017-03-28,1.3046,1.3046,0.70%,开放申购,开放赎回,
2017-03-29,1.3093,1.3093,0.36%,开放申购,开放赎回,
2017-03-30,1.3039,1.3039,-0.41%,开放申购,开放赎回,
2017-03-31,1.2956,1.2956,-0.64%,开放申购,开放赎回,
2017-04-05,1.3088,1.3088,1.02%,开放申购,开放赎回,
2017-04-06,1.303,1.303,-0.44%,开放申购,开放赎回,
2017-04-07,1.3027,1.3027,-0.02%,开放申购,开放赎回,
2017-04-10,1.3043,1.3043,0.12%,开放申购,开放赎回,
2017-04-11,1.2936,1.2936,-0.82%,开放申购,开放赎回,
2017-04-12,1.3047,1.3047,0.86%,开放申购,开放赎回,
2017-04-13,1.2969,1.2969,-0.60%,开放申购,开放赎回,
2017-04-18,1.2825,1.2825,,开放申购,开放赎回,
2017-04-19,1.2744,1.2744,-0.63%,开放申购,开放赎回,
2017-04-20,1.2884,1.2884,1.10%,开放申购,开放赎回,
2017-04-21,1.288,1.288,-0.03%,开放申购,开放赎回,
2017-04-24,1.2903,1.2903,0.18%,开放申购,开放赎回,
2017-04-25,1.3085,1.3085,1.41%,开放申购,开放赎回,
2017-04-26,1.3147,1.3147,0.47%,开放申购,开放赎回,
2017-04-27,1.3216,1.3216,0.52%,开放申购,开放赎回,
2017-04-28,1.3185,1.3185,-0.23%,开放申购,开放赎回,
2017-05-02,1.3234,1.3234,0.37%,开放申购,开放赎回,
2017-05-04,1.3223,1.3223,,开放申购,开放赎回,
2017-05-05,1.3101,1.3101,-0.92%,开放申购,开放赎回,
2017-05-08,1.3162,1.3162,0.47%,开放申购,开放赎回,
2017-05-09,1.3334,1.3334,1.31%,开放申购,开放赎回,
2017-05-10,1.3407,1.3407,0.55%,开放申购,开放赎回,
2017-05-11,1.3458,1.3458,0.38%,开放申购,开放赎回,
2017-05-12,1.3448,1.3448,-0.07%,开放申购,开放赎回,
2017-05-15,1.3537,1.3537,0.66%,开放申购,开放赎回,
2017-05-16,1.3542,1.3542,0.04%,开放申购,开放赎回,
2017-05-17,1.3494,1.3494,-0.35%,开放申购,开放赎回,
2017-05-18,1.3427,1.3427,-0.50%,开放申购,开放赎回,
2017-05-19,1.349,1.349,0.47%,开放申购,开放赎回,
2017-05-22,1.3575,1.3575,0.63%,开放申购,开放赎回,
2017-05-23,1.3577,1.3577,0.01%,开放申购,开放赎回,
2017-05-24,1.3605,1.3605,0.21%,开放申购,开放赎回,
2017-05-25,1.3695,1.3695,0.66%,开放申购,开放赎回,
2017-05-26,1.3694,1.3694,-0.01%,开放申购,开放赎回,
2017-05-31,1.3691,1.3691,-0.02%,开放申购,开放赎回,
2017-06-01,1.367,1.367,-0.15%,开放申购,开放赎回,
2017-06-02,1.3735,1.3735,0.48%,开放申购,开放赎回,
2017-06-05,1.3683,1.3683,-0.38%,开放申购,开放赎回,
2017-06-06,1.3749,1.3749,0.48%,开放申购,开放赎回,
2017-06-07,1.3719,1.3719,-0.22%,开放申购,开放赎回,
2017-06-08,1.3786,1.3786,0.49%,开放申购,开放赎回,
2017-06-09,1.378,1.378,-0.04%,开放申购,开放赎回,
2017-06-12,1.3612,1.3612,-1.22%,开放申购,开放赎回,
2017-06-13,1.3683,1.3683,0.52%,开放申购,开放赎回,
2017-06-14,1.3687,1.3687,0.03%,开放申购,开放赎回,
2017-06-15,1.3511,1.3511,-1.29%,开放申购,开放赎回,
2017-06-16,1.3564,1.3564,0.39%,开放申购,开放赎回,
2017-06-19,1.3715,1.3715,1.11%,开放申购,开放赎回,
2017-06-20,1.3704,1.3704,-0.08%,开放申购,开放赎回,
2017-06-21,1.3641,1.3641,-0.46%,开放申购,开放赎回,
2017-06-22,1.3686,1.3686,0.33%,开放申购,开放赎回,
2017-06-23,1.3692,1.3692,0.04%,开放申购,开放赎回,
2017-06-26,1.3794,1.3794,0.75%,开放申购,开放赎回,
2017-06-27,1.3791,1.3791,-0.02%,开放申购,开放赎回,
2017-06-28,1.3661,1.3661,-0.94%,开放申购,开放赎回,
2017-06-29,1.3794,1.3794,0.97%,开放申购,开放赎回,
2017-06-30,1.3653,1.3653,-1.02%,开放申购,开放赎回,
2017-07-03,1.3693,1.3693,0.29%,开放申购,开放赎回,
2017-07-04,1.3507,1.3507,-1.36%,开放申购,开放赎回,
2017-07-05,1.3589,1.3589,0.61%,开放申购,开放赎回,
2017-07-06,1.3591,1.3591,0.01%,开放申购,开放赎回,
2017-07-07,1.3512,1.3512,-0.58%,开放申购,开放赎回,
2017-07-10,1.361,1.361,0.73%,开放申购,开放赎回,
2017-07-11,1.3812,1.3812,1.48%,开放申购,开放赎回,
2017-07-12,1.3873,1.3873,0.44%,开放申购,开放赎回,
2017-07-13,1.4019,1.4019,1.05%,开放申购,开放赎回,
2017-07-14,1.4033,1.4033,0.10%,开放申购,开放赎回,
2017-07-17,1.404,1.404,0.05%,开放申购,开放赎回,
2017-07-18,1.4082,1.4082,0.30%,开放申购,开放赎回,
2017-07-19,1.4121,1.4121,0.28%,开放申购,开放赎回,
2017-07-20,1.415,1.415,0.21%,开放申购,开放赎回,
2017-07-21,1.4122,1.4122,-0.20%,开放申购,开放赎回,
2017-07-24,1.4228,1.4228,0.75%,开放申购,开放赎回,
2017-07-25,1.4252,1.4252,0.17%,开放申购,开放赎回,
2017-07-26,1.4299,1.4299,0.33%,开放申购,开放赎回,
2017-07-27,1.4324,1.4324,0.17%,开放申购,开放赎回,
2017-07-28,1.4263,1.4263,-0.43%,开放申购,开放赎回,
2017-07-31,1.4411,1.4411,1.04%,开放申购,开放赎回,
2017-08-01,1.4494,1.4494,0.58%,开放申购,开放赎回,
2017-08-02,1.453,1.453,0.25%,开放申购,开放赎回,
2017-08-03,1.45,1.45,-0.21%,开放申购,开放赎回,
2017-08-04,1.4498,1.4498,-0.01%,开放申购,开放赎回,
2017-08-07,1.4576,1.4576,0.54%,开放申购,开放赎回,
2017-08-08,1.4648,1.4648,0.49%,开放申购,开放赎回,
2017-08-09,1.4568,1.4568,-0.55%,开放申购,开放赎回,
2017-08-10,1.4369,1.4369,-1.37%,开放申购,开放赎回,
2017-08-11,1.4062,1.4062,-2.14%,开放申购,开放赎回,
2017-08-14,1.4236,1.4236,1.24%,开放申购,开放赎回,
2017-08-15,1.4213,1.4213,-0.16%,开放申购,开放赎回,
2017-08-16,1.4344,1.4344,0.92%,开放申购,开放赎回,
2017-08-17,1.4299,1.4299,-0.31%,开放申购,开放赎回,
2017-08-18,1.4173,1.4173,-0.88%,开放申购,开放赎回,
2017-08-21,1.422,1.422,0.33%,开放申购,开放赎回,
2017-08-22,1.4322,1.4322,0.72%,开放申购,开放赎回,
2017-08-23,1.4325,1.4325,0.02%,开放申购,开放赎回,
2017-08-24,1.4363,1.4363,0.27%,开放申购,开放赎回,
2017-08-25,1.4545,1.4545,1.27%,开放申购,开放赎回,
2017-08-28,1.4506,1.4506,-0.27%,开放申购,开放赎回,
2017-08-29,1.4439,1.4439,-0.46%,开放申购,开放赎回,
2017-08-30,1.4565,1.4565,0.87%,开放申购,开放赎回,
2017-08-31,1.4521,1.4521,-0.30%,开放申购,开放赎回,
2017-09-01,1.4489,1.4489,-0.22%,开放申购,开放赎回,
2017-09-04,1.435,1.435,-0.96%,开放申购,开放赎回,
2017-09-05,1.4286,1.4286,-0.45%,开放申购,开放赎回,
2017-09-06,1.4212,1.4212,-0.52%,开放申购,开放赎回,
2017-09-07,1.4164,1.4164,-0.34%,开放申购,开放赎回,
2017-09-08,1.4225,1.4225,0.43%,开放申购,开放赎回,
2017-09-11,1.4344,1.4344,0.84%,开放申购,开放赎回,
2017-09-12,1.4409,1.4409,0.45%,开放申购,开放赎回,
2017-09-13,1.4395,1.4395,-0.10%,开放申购,开放赎回,
2017-09-14,1.4357,1.4357,-0.26%,开放申购,开放赎回,
2017-09-15,1.4362,1.4362,0.03%,开放申购,开放赎回,
2017-09-18,1.4532,1.4532,1.18%,开放申购,开放赎回,
2017-09-19,1.4502,1.4502,-0.21%,开放申购,开放赎回,
2017-09-20,1.4589,1.4589,0.60%,开放申购,开放赎回,
2017-09-21,1.463,1.463,0.28%,开放申购,开放赎回,
2017-09-22,1.4497,1.4497,-0.91%,开放申购,开放赎回,
2017-09-25,1.4326,1.4326,-1.18%,开放申购,开放赎回,
2017-09-26,1.4355,1.4355,0.20%,开放申购,开放赎回,
2017-09-27,1.4442,1.4442,0.61%,开放申购,开放赎回,
2017-09-28,1.4348,1.4348,-0.65%,开放申购,开放赎回,
2017-09-29,1.4432,1.4432,0.59%,开放申购,开放赎回,
2017-10-09,1.4852,1.4852,2.91%,开放申购,开放赎回,
2017-10-10,1.4885,1.4885,0.22%,开放申购,开放赎回,
2017-10-11,1.4744,1.4744,-0.95%,开放申购,开放赎回,
2017-10-12,1.4782,1.4782,0.26%,开放申购,开放赎回,
2017-10-13,1.48,1.48,0.12%,开放申购,开放赎回,
2017-10-16,1.4905,1.4905,0.71%,开放申购,开放赎回,
2017-10-17,1.4913,1.4913,0.05%,开放申购,开放赎回,
2017-10-18,1.4941,1.4941,0.19%,开放申购,开放赎回,
2017-10-19,1.4693,1.4693,-1.66%,开放申购,开放赎回,
2017-10-20,1.4861,1.4861,1.14%,开放申购,开放赎回,
2017-10-23,1.4797,1.4797,-0.43%,开放申购,开放赎回,
2017-10-24,1.4739,1.4739,-0.39%,开放申购,开放赎回,
2017-10-25,1.4818,1.4818,0.54%,开放申购,开放赎回,
2017-10-26,1.4764,1.4764,-0.36%,开放申购,开放赎回,
2017-10-27,1.4913,1.4913,1.01%,开放申购,开放赎回,
2017-10-30,1.4861,1.4861,-0.35%,开放申购,开放赎回,
2017-10-31,1.4804,1.4804,-0.38%,开放申购,开放赎回,
2017-11-01,1.4956,1.4956,1.03%,开放申购,开放赎回,
2017-11-02,1.4898,1.4898,-0.39%,开放申购,开放赎回,
2017-11-03,1.491,1.491,0.08%,开放申购,开放赎回,
2017-11-06,1.4944,1.4944,0.23%,开放申购,开放赎回,
2017-11-07,1.5135,1.5135,1.28%,开放申购,开放赎回,
2017-11-08,1.5105,1.5105,-0.20%,开放申购,开放赎回,
2017-11-09,1.524,1.524,0.89%,开放申购,开放赎回,
2017-11-10,1.5212,1.5212,-0.18%,开放申购,开放赎回,
2017-11-13,1.5259,1.5259,0.31%,开放申购,开放赎回,
2017-11-14,1.5259,1.5259,0.00%,开放申购,开放赎回,
2017-11-15,1.5077,1.5077,-1.19%,开放申购,开放赎回,
2017-11-16,1.5159,1.5159,0.54%,开放申购,开放赎回,
2017-11-17,1.5239,1.5239,0.53%,开放申购,开放赎回,
2017-11-20,1.5258,1.5258,0.12%,开放申购,开放赎回,
2017-11-21,1.5566,1.5566,2.02%,开放申购,开放赎回,
2017-11-22,1.5646,1.5646,0.51%,开放申购,开放赎回,
2017-11-23,1.5447,1.5447,-1.27%,开放申购,开放赎回,
2017-11-24,1.5476,1.5476,0.19%,开放申购,开放赎回,
2017-11-27,1.5408,1.5408,-0.44%,开放申购,开放赎回,
2017-11-28,1.5422,1.5422,0.09%,开放申购,开放赎回,
2017-11-29,1.5407,1.5407,-0.10%,开放申购,开放赎回,
2017-11-30,1.519,1.519,-1.41%,开放申购,开放赎回,
2017-12-01,1.5137,1.5137,-0.35%,开放申购,开放赎回,
2017-12-04,1.5172,1.5172,0.23%,开放申购,开放赎回,
2017-12-05,1.5018,1.5018,-1.02%,开放申购,开放赎回,
2017-12-06,1.4717,1.4717,-2.00%,开放申购,开放赎回,
2017-12-07,1.4766,1.4766,0.33%,开放申购,开放赎回,
