净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2013-07-30,0.8466,0.9166,-0.42%,开放申购,开放赎回,
2013-07-31,0.8511,0.9211,0.53%,开放申购,开放赎回,
2013-08-01,0.8724,0.9424,2.50%,开放申购,开放赎回,
2013-08-02,0.8753,0.9453,0.33%,开放申购,开放赎回,
2013-08-05,0.8891,0.9591,1.58%,开放申购,开放赎回,
2013-08-06,0.8981,0.9681,1.01%,开放申购,开放赎回,
2013-08-07,0.89,0.96,-0.90%,开放申购,开放赎回,
2013-08-08,0.8923,0.9623,0.26%,开放申购,开放赎回,
2013-08-09,0.8954,0.9654,0.35%,开放申购,开放赎回,
2013-08-12,0.909,0.979,1.52%,开放申购,开放赎回,
2013-08-13,0.9135,0.9835,0.50%,开放申购,开放赎回,
2013-08-14,0.9102,0.9802,-0.36%,开放申购,开放赎回,
2013-08-15,0.8984,0.9684,-1.30%,开放申购,开放赎回,
2013-08-16,0.8803,0.9503,-2.01%,开放申购,开放赎回,
2013-08-19,0.8931,0.9631,1.45%,开放申购,开放赎回,
2013-08-20,0.8909,0.9609,-0.25%,开放申购,开放赎回,
2013-08-21,0.8975,0.9675,0.74%,开放申购,开放赎回,
2013-08-22,0.8997,0.9697,0.25%,开放申购,开放赎回,
2013-08-23,0.8976,0.9676,-0.23%,开放申购,开放赎回,
2013-08-26,0.9153,0.9853,1.97%,开放申购,开放赎回,
2013-08-27,0.9218,0.9918,0.71%,开放申购,开放赎回,
2013-08-28,0.9152,0.9852,-0.72%,开放申购,开放赎回,
2013-08-29,0.9146,0.9846,-0.07%,开放申购,开放赎回,
2013-08-30,0.9061,0.9761,-0.93%,开放申购,开放赎回,
2013-09-02,0.9121,0.9821,0.66%,开放申购,开放赎回,
2013-09-03,0.925,0.995,1.41%,开放申购,开放赎回,
2013-09-04,0.9275,0.9975,0.27%,开放申购,开放赎回,
2013-09-05,0.9291,0.9991,0.17%,开放申购,开放赎回,
2013-09-06,0.9362,1.0062,0.76%,开放申购,开放赎回,
2013-09-09,0.9453,1.0153,0.97%,开放申购,开放赎回,
2013-09-10,0.9544,1.0244,0.96%,开放申购,开放赎回,
2013-09-11,0.9458,1.0158,-0.90%,开放申购,开放赎回,
2013-09-12,0.9484,1.0184,0.27%,开放申购,开放赎回,
2013-09-13,0.9494,1.0194,0.11%,开放申购,开放赎回,
2013-09-16,0.9501,1.0201,0.07%,开放申购,开放赎回,
2013-09-17,0.9341,1.0041,-1.68%,开放申购,开放赎回,
2013-09-18,0.9425,1.0125,0.90%,开放申购,开放赎回,
2013-09-23,0.9608,1.0308,1.94%,开放申购,开放赎回,
2013-09-24,0.9615,1.0315,0.07%,开放申购,开放赎回,
2013-09-25,0.9584,1.0284,-0.32%,开放申购,开放赎回,
2013-09-26,0.9396,1.0096,-1.96%,开放申购,开放赎回,
2013-09-27,0.9429,1.0129,0.35%,开放申购,开放赎回,
2013-09-30,0.9544,1.0244,1.22%,开放申购,开放赎回,
2013-10-08,0.9696,1.0396,1.59%,开放申购,开放赎回,
2013-10-09,0.9798,1.0498,1.05%,开放申购,开放赎回,
2013-10-10,0.9747,1.0447,-0.52%,开放申购,开放赎回,
2013-10-11,0.9905,1.0605,1.62%,开放申购,开放赎回,
2013-10-14,1.0001,1.0701,0.97%,开放申购,开放赎回,
2013-10-15,1.0014,1.0714,0.13%,开放申购,开放赎回,
2013-10-16,0.9743,1.0443,-2.71%,开放申购,开放赎回,
2013-10-17,0.9728,1.0428,-0.15%,开放申购,开放赎回,
2013-10-18,0.976,1.046,0.33%,开放申购,开放赎回,
2013-10-21,1.0009,1.0709,2.55%,开放申购,开放赎回,
2013-10-22,0.9909,1.0609,-1.00%,开放申购,开放赎回,
2013-10-23,0.967,1.037,-2.41%,开放申购,开放赎回,
2013-10-24,0.9609,1.0309,-0.63%,开放申购,开放赎回,
2013-10-25,0.9429,1.0129,-1.87%,开放申购,开放赎回,
2013-10-28,0.9398,1.0098,-0.33%,开放申购,开放赎回,
2013-10-29,0.9153,0.9853,-2.61%,开放申购,开放赎回,
2013-10-30,0.9294,0.9994,1.54%,开放申购,开放赎回,
2013-10-31,0.9175,0.9875,-1.28%,开放申购,开放赎回,
2013-11-01,0.9149,0.9849,-0.28%,开放申购,开放赎回,
2013-11-04,0.9209,0.9909,0.66%,开放申购,开放赎回,
2013-11-05,0.9324,1.0024,1.25%,开放申购,开放赎回,
2013-11-06,0.9229,0.9929,-1.02%,开放申购,开放赎回,
2013-11-07,0.9107,0.9807,-1.32%,开放申购,开放赎回,
2013-11-08,0.8977,0.9677,-1.43%,开放申购,开放赎回,
2013-11-11,0.9015,0.9715,0.42%,开放申购,开放赎回,
2013-11-12,0.9095,0.9795,0.89%,开放申购,开放赎回,
2013-11-13,0.8934,0.9634,-1.77%,开放申购,开放赎回,
2013-11-14,0.9047,0.9747,1.26%,开放申购,开放赎回,
2013-11-15,0.9226,0.9926,1.98%,开放申购,开放赎回,
2013-11-18,0.944,1.014,2.32%,开放申购,开放赎回,
2013-11-19,0.9469,1.0169,0.31%,开放申购,开放赎回,
2013-11-20,0.9558,1.0258,0.94%,开放申购,开放赎回,
2013-11-21,0.9527,1.0227,-0.32%,开放申购,开放赎回,
2013-11-22,0.9474,1.0174,-0.56%,开放申购,开放赎回,
2013-11-25,0.9467,1.0167,-0.07%,开放申购,开放赎回,
2013-11-26,0.948,1.018,0.14%,开放申购,开放赎回,
2013-11-27,0.9584,1.0284,1.10%,开放申购,开放赎回,
2013-11-28,0.9661,1.0361,0.80%,开放申购,开放赎回,
2013-11-29,0.9716,1.0416,0.57%,开放申购,开放赎回,
2013-12-02,0.9304,1.0004,-4.24%,开放申购,开放赎回,
2013-12-03,0.9513,1.0213,2.25%,开放申购,开放赎回,
2013-12-04,0.9684,1.0384,1.80%,开放申购,开放赎回,
2013-12-05,0.9674,1.0374,-0.10%,开放申购,开放赎回,
2013-12-06,0.965,1.035,-0.25%,开放申购,开放赎回,
2013-12-09,0.9718,1.0418,0.70%,开放申购,开放赎回,
2013-12-10,0.9724,1.0424,0.06%,开放申购,开放赎回,
2013-12-11,0.9621,1.0321,-1.06%,开放申购,开放赎回,
2013-12-12,0.9644,1.0344,0.24%,开放申购,开放赎回,
2013-12-13,0.9661,1.0361,0.18%,开放申购,开放赎回,
2013-12-16,0.95,1.02,-1.67%,开放申购,开放赎回,
2013-12-17,0.9442,1.0142,-0.61%,开放申购,开放赎回,
2013-12-18,0.9442,1.0142,0.00%,开放申购,开放赎回,
2013-12-19,0.9351,1.0051,-0.96%,开放申购,开放赎回,
2013-12-20,0.9238,0.9938,-1.21%,开放申购,开放赎回,
2013-12-23,0.9228,0.9928,-0.11%,开放申购,开放赎回,
2013-12-24,0.9288,0.9988,0.65%,开放申购,开放赎回,
2013-12-25,0.9381,1.0081,1.00%,开放申购,开放赎回,
2013-12-26,0.9228,0.9928,-1.63%,开放申购,开放赎回,
2013-12-27,0.9364,1.0064,1.47%,开放申购,开放赎回,
2013-12-30,0.9391,1.0091,0.29%,开放申购,开放赎回,
2013-12-31,0.9429,1.0129,0.40%,开放申购,开放赎回,
2014-01-02,0.9473,1.0173,0.47%,开放申购,开放赎回,
2014-01-03,0.9399,1.0099,-0.78%,开放申购,开放赎回,
2014-01-06,0.915,0.985,-2.65%,开放申购,开放赎回,
2014-01-07,0.9202,0.9902,0.57%,开放申购,开放赎回,
2014-01-08,0.9213,0.9913,0.12%,开放申购,开放赎回,
2014-01-09,0.9114,0.9814,-1.07%,开放申购,开放赎回,
2014-01-10,0.8956,0.9656,-1.73%,开放申购,开放赎回,
2014-01-13,0.8916,0.9616,-0.45%,开放申购,开放赎回,
2014-01-14,0.9083,0.9783,1.87%,开放申购,开放赎回,
2014-01-15,0.9141,0.9841,0.64%,开放申购,开放赎回,
2014-01-16,0.9154,0.9854,0.14%,开放申购,开放赎回,
2014-01-17,0.9055,0.9755,-1.08%,开放申购,开放赎回,
2014-01-20,0.8989,0.9689,-0.73%,开放申购,开放赎回,
2014-01-21,0.912,0.982,1.46%,开放申购,开放赎回,
2014-01-22,0.9352,1.0052,2.54%,开放申购,开放赎回,
2014-01-23,0.9412,1.0112,0.64%,开放申购,开放赎回,
2014-01-24,0.9528,1.0228,1.23%,开放申购,开放赎回,
2014-01-27,0.9525,1.0225,-0.03%,开放申购,开放赎回,
2014-01-28,0.9504,1.0204,-0.22%,开放申购,开放赎回,
2014-01-29,0.9583,1.0283,0.83%,开放申购,开放赎回,
2014-01-30,0.9529,1.0229,-0.56%,开放申购,开放赎回,
2014-02-07,0.9696,1.0396,1.75%,开放申购,开放赎回,
2014-02-10,0.9968,1.0668,2.81%,开放申购,开放赎回,
2014-02-11,0.9981,1.0681,0.13%,开放申购,开放赎回,
2014-02-12,1.0083,1.0783,1.02%,开放申购,开放赎回,
2014-02-13,0.9941,1.0641,-1.41%,开放申购,开放赎回,
2014-02-14,1.0104,1.0804,1.64%,开放申购,开放赎回,
2014-02-17,1.0287,1.0987,1.81%,开放申购,开放赎回,
2014-02-18,1.0273,1.0973,-0.14%,开放申购,开放赎回,
2014-02-19,1.0273,1.0973,0.00%,开放申购,开放赎回,
2014-02-20,1.0135,1.0835,-1.34%,开放申购,开放赎回,
2014-02-21,1.0071,1.0771,-0.63%,开放申购,开放赎回,
2014-02-24,1.0032,1.0732,-0.39%,开放申购,开放赎回,
2014-02-25,0.9696,1.0396,-3.35%,开放申购,开放赎回,
2014-02-26,0.9757,1.0457,0.63%,开放申购,开放赎回,
2014-02-27,0.9633,1.0333,-1.27%,开放申购,开放赎回,
2014-02-28,0.9729,1.0429,1.00%,开放申购,开放赎回,
2014-03-03,0.9921,1.0621,1.97%,开放申购,开放赎回,
2014-03-04,0.9922,1.0622,0.01%,开放申购,开放赎回,
2014-03-05,0.9873,1.0573,-0.49%,开放申购,开放赎回,
2014-03-06,0.9857,1.0557,-0.16%,开放申购,开放赎回,
2014-03-07,0.9809,1.0509,-0.49%,开放申购,开放赎回,
2014-03-10,0.9428,1.0128,-3.88%,开放申购,开放赎回,
2014-03-11,0.9436,1.0136,0.08%,开放申购,开放赎回,
2014-03-12,0.9439,1.0139,0.03%,开放申购,开放赎回,
2014-03-13,0.9534,1.0234,1.01%,开放申购,开放赎回,
2014-03-14,0.9492,1.0192,-0.44%,开放申购,开放赎回,
2014-03-17,0.9672,1.0372,1.90%,开放申购,开放赎回,
2014-03-18,0.9722,1.0422,0.52%,开放申购,开放赎回,
2014-03-19,0.9703,1.0403,-0.20%,开放申购,开放赎回,
2014-03-20,0.9461,1.0161,-2.49%,开放申购,开放赎回,
2014-03-21,0.9637,1.0337,1.86%,开放申购,开放赎回,
2014-03-24,0.9714,1.0414,0.80%,开放申购,开放赎回,
2014-03-25,0.9727,1.0427,0.13%,开放申购,开放赎回,
2014-03-26,0.975,1.045,0.24%,开放申购,开放赎回,
2014-03-27,0.9617,1.0317,-1.36%,开放申购,开放赎回,
2014-03-28,0.9436,1.0136,-1.88%,开放申购,开放赎回,
2014-03-31,0.9379,1.0079,-0.60%,开放申购,开放赎回,
2014-04-01,0.9515,1.0215,1.45%,开放申购,开放赎回,
2014-04-02,0.9521,1.0221,0.06%,开放申购,开放赎回,
2014-04-03,0.9507,1.0207,-0.15%,开放申购,开放赎回,
2014-04-04,0.9607,1.0307,1.05%,开放申购,开放赎回,
2014-04-08,0.9704,1.0404,1.01%,开放申购,开放赎回,
2014-04-09,0.9789,1.0489,0.88%,开放申购,开放赎回,
2014-04-10,0.9836,1.0536,0.48%,开放申购,开放赎回,
2014-04-11,0.9795,1.0495,-0.42%,开放申购,开放赎回,
2014-04-14,0.9864,1.0564,0.70%,开放申购,开放赎回,
2014-04-15,0.9796,1.0496,-0.69%,开放申购,开放赎回,
2014-04-16,0.9791,1.0491,-0.05%,开放申购,开放赎回,
2014-04-17,0.9779,1.0479,-0.12%,开放申购,开放赎回,
2014-04-18,0.9813,1.0513,0.35%,开放申购,开放赎回,
2014-04-21,0.9662,1.0362,-1.54%,开放申购,开放赎回,
2014-04-22,0.9618,1.0318,-0.46%,开放申购,开放赎回,
2014-04-23,0.9577,1.0277,-0.43%,开放申购,开放赎回,
2014-04-24,0.9474,1.0174,-1.08%,开放申购,开放赎回,
2014-04-25,0.9278,0.9978,-2.07%,开放申购,开放赎回,
2014-04-28,0.901,0.971,-2.89%,开放申购,开放赎回,
2014-04-29,0.9136,0.9836,1.40%,开放申购,开放赎回,
2014-04-30,0.92,0.99,0.70%,开放申购,开放赎回,
2014-05-05,0.9274,0.9974,0.80%,开放申购,开放赎回,
2014-05-06,0.932,1.002,0.50%,开放申购,开放赎回,
2014-05-07,0.9163,0.9863,-1.68%,开放申购,开放赎回,
2014-05-08,0.9173,0.9873,0.11%,开放申购,开放赎回,
2014-05-09,0.9086,0.9786,-0.95%,开放申购,开放赎回,
2014-05-12,0.9309,1.0009,2.45%,开放申购,开放赎回,
2014-05-13,0.9297,0.9997,-0.13%,开放申购,开放赎回,
2014-05-14,0.9289,0.9989,-0.09%,开放申购,开放赎回,
2014-05-15,0.9125,0.9825,-1.77%,开放申购,开放赎回,
2014-05-16,0.9114,0.9814,-0.12%,开放申购,开放赎回,
2014-05-19,0.9067,0.9767,-0.52%,开放申购,开放赎回,
2014-05-20,0.9092,0.9792,0.28%,开放申购,开放赎回,
2014-05-21,0.9167,0.9867,0.82%,开放申购,开放赎回,
2014-05-22,0.9167,0.9867,0.00%,开放申购,开放赎回,
2014-05-23,0.9264,0.9964,1.06%,开放申购,开放赎回,
2014-05-26,0.9359,1.0059,1.03%,开放申购,开放赎回,
2014-05-27,0.9338,1.0038,-0.22%,开放申购,开放赎回,
2014-05-28,0.944,1.014,1.09%,开放申购,开放赎回,
2014-05-29,0.9347,1.0047,-0.99%,开放申购,开放赎回,
2014-05-30,0.9365,1.0065,0.19%,开放申购,开放赎回,
2014-06-03,0.9349,1.0049,-0.17%,开放申购,开放赎回,
2014-06-04,0.9271,0.9971,-0.83%,开放申购,开放赎回,
2014-06-05,0.9372,1.0072,1.09%,开放申购,开放赎回,
2014-06-06,0.934,1.004,-0.34%,开放申购,开放赎回,
2014-06-09,0.9293,0.9993,-0.50%,开放申购,开放赎回,
2014-06-10,0.9393,1.0093,1.08%,开放申购,开放赎回,
2014-06-11,0.9435,1.0135,0.45%,开放申购,开放赎回,
2014-06-12,0.9419,1.0119,-0.17%,开放申购,开放赎回,
2014-06-13,0.9513,1.0213,1.00%,开放申购,开放赎回,
2014-06-16,0.9568,1.0268,0.58%,开放申购,开放赎回,
2014-06-17,0.949,1.019,-0.82%,开放申购,开放赎回,
2014-06-18,0.9444,1.0144,-0.48%,开放申购,开放赎回,
2014-06-19,0.921,0.991,-2.48%,开放申购,开放赎回,
2014-06-20,0.9291,0.9991,0.88%,开放申购,开放赎回,
2014-06-23,0.9353,1.0053,0.67%,开放申购,开放赎回,
2014-06-24,0.9411,1.0111,0.62%,开放申购,开放赎回,
2014-06-25,0.9354,1.0054,-0.61%,开放申购,开放赎回,
2014-06-26,0.9467,1.0167,1.21%,开放申购,开放赎回,
2014-06-27,0.9532,1.0232,0.69%,开放申购,开放赎回,
2014-06-30,0.9616,1.0316,0.88%,开放申购,开放赎回,
2014-07-01,0.9678,1.0378,0.64%,开放申购,开放赎回,
2014-07-02,0.9744,1.0444,0.68%,开放申购,开放赎回,
2014-07-03,0.9837,1.0537,0.95%,开放申购,开放赎回,
2014-07-04,0.9806,1.0506,-0.32%,开放申购,开放赎回,
2014-07-07,0.9829,1.0529,0.23%,开放申购,开放赎回,
2014-07-08,0.9888,1.0588,0.60%,开放申购,开放赎回,
2014-07-09,0.9758,1.0458,-1.31%,开放申购,开放赎回,
2014-07-10,0.9758,1.0458,0.00%,开放申购,开放赎回,
2014-07-11,0.987,1.057,1.15%,开放申购,开放赎回,
2014-07-14,1.0012,1.0712,1.44%,开放申购,开放赎回,
2014-07-15,1.002,1.072,0.08%,开放申购,开放赎回,
2014-07-16,0.9948,1.0648,-0.72%,开放申购,开放赎回,
2014-07-17,0.9876,1.0576,-0.72%,开放申购,开放赎回,
2014-07-18,0.9903,1.0603,0.27%,开放申购,开放赎回,
2014-07-21,0.9873,1.0573,-0.30%,开放申购,开放赎回,
2014-07-22,0.9997,1.0697,1.26%,开放申购,开放赎回,
2014-07-23,0.9935,1.0635,-0.62%,开放申购,开放赎回,
2014-07-24,0.993,1.063,-0.05%,开放申购,开放赎回,
2014-07-25,1.0011,1.0711,0.82%,开放申购,开放赎回,
2014-07-28,1.0193,1.0893,1.82%,开放申购,开放赎回,
2014-07-29,1.0287,1.0987,0.92%,开放申购,开放赎回,
2014-07-30,1.0306,1.1006,0.18%,开放申购,开放赎回,
2014-07-31,1.0403,1.1103,0.94%,开放申购,开放赎回,
2014-08-01,1.0294,1.0994,-1.05%,开放申购,开放赎回,
2014-08-04,1.0453,1.1153,1.54%,开放申购,开放赎回,
2014-08-05,1.0502,1.1202,0.47%,开放申购,开放赎回,
2014-08-06,1.0569,1.1269,0.64%,开放申购,开放赎回,
2014-08-07,1.047,1.117,-0.94%,开放申购,开放赎回,
2014-08-08,1.053,1.123,0.57%,开放申购,开放赎回,
2014-08-11,1.0682,1.1382,1.44%,开放申购,开放赎回,
2014-08-12,1.0734,1.1434,0.49%,开放申购,开放赎回,
2014-08-13,1.0739,1.1439,0.05%,开放申购,开放赎回,
2014-08-14,1.0673,1.1373,-0.61%,开放申购,开放赎回,
2014-08-15,1.079,1.149,1.10%,开放申购,开放赎回,
2014-08-18,1.0929,1.1629,1.29%,开放申购,开放赎回,
2014-08-19,1.096,1.166,0.28%,开放申购,开放赎回,
2014-08-20,1.0961,1.1661,0.01%,开放申购,开放赎回,
2014-08-21,1.0959,1.1659,-0.02%,开放申购,开放赎回,
2014-08-22,1.102,1.172,0.56%,开放申购,开放赎回,
2014-08-25,1.0939,1.1639,-0.74%,开放申购,开放赎回,
2014-08-26,1.0754,1.1454,-1.69%,开放申购,开放赎回,
2014-08-27,1.0786,1.1486,0.30%,开放申购,开放赎回,
2014-08-28,1.0694,1.1394,-0.85%,开放申购,开放赎回,
2014-08-29,1.0801,1.1501,1.00%,开放申购,开放赎回,
2014-09-01,1.0985,1.1685,1.70%,开放申购,开放赎回,
2014-09-02,1.1143,1.1843,1.44%,开放申购,开放赎回,
2014-09-03,1.1219,1.1919,0.68%,开放申购,开放赎回,
2014-09-04,1.131,1.201,0.81%,开放申购,开放赎回,
2014-09-05,1.1352,1.2052,0.37%,开放申购,开放赎回,
2014-09-09,1.1432,1.2132,0.70%,开放申购,开放赎回,
2014-09-10,1.1452,1.2152,0.17%,开放申购,开放赎回,
2014-09-11,1.1441,1.2141,-0.10%,开放申购,开放赎回,
2014-09-12,1.156,1.226,1.04%,开放申购,开放赎回,
2014-09-15,1.1675,1.2375,0.99%,开放申购,开放赎回,
2014-09-16,1.13,1.2,-3.21%,开放申购,开放赎回,
2014-09-17,1.1396,1.2096,0.85%,开放申购,开放赎回,
2014-09-18,1.1472,1.2172,0.67%,开放申购,开放赎回,
2014-09-19,1.1564,1.2264,0.80%,开放申购,开放赎回,
2014-09-22,1.1415,1.2115,-1.29%,开放申购,开放赎回,
2014-09-23,1.1554,1.2254,1.22%,开放申购,开放赎回,
2014-09-24,1.1696,1.2396,1.23%,开放申购,开放赎回,
2014-09-25,1.1697,1.2397,0.01%,开放申购,开放赎回,
2014-09-26,1.1737,1.2437,0.34%,开放申购,开放赎回,
2014-09-29,1.1847,1.2547,0.94%,开放申购,开放赎回,
2014-09-30,1.1937,1.2637,0.76%,开放申购,开放赎回,
2014-10-08,1.2116,1.2816,1.50%,开放申购,开放赎回,
2014-10-09,1.214,1.284,0.20%,开放申购,开放赎回,
2014-10-10,1.2089,1.2789,-0.42%,开放申购,开放赎回,
2014-10-13,1.209,1.279,0.01%,开放申购,开放赎回,
2014-10-14,1.2052,1.2752,-0.31%,开放申购,开放赎回,
2014-10-15,1.2102,1.2802,0.41%,开放申购,开放赎回,
2014-10-16,1.1914,1.2614,-1.55%,开放申购,开放赎回,
2014-10-17,1.1808,1.2508,-0.89%,开放申购,开放赎回,
2014-10-20,1.1966,1.2666,1.34%,开放申购,开放赎回,
2014-10-21,1.1861,1.2561,-0.88%,开放申购,开放赎回,
2014-10-22,1.143,1.243,-1.10%,开放申购,开放赎回,每份派现金0.0300元
2014-10-23,1.1271,1.2271,-1.39%,开放申购,开放赎回,
2014-10-24,1.1315,1.2315,0.39%,开放申购,开放赎回,
2014-10-27,1.1394,1.2394,0.70%,开放申购,开放赎回,
2014-10-28,1.1654,1.2654,2.28%,开放申购,开放赎回,
2014-10-29,1.1804,1.2804,1.29%,开放申购,开放赎回,
2014-10-30,1.1806,1.2806,0.02%,开放申购,开放赎回,
2014-10-31,1.1792,1.2792,-0.12%,开放申购,开放赎回,
2014-11-03,1.1887,1.2887,0.81%,开放申购,开放赎回,
2014-11-04,1.183,1.283,-0.48%,开放申购,开放赎回,
2014-11-05,1.1812,1.2812,-0.15%,开放申购,开放赎回,
2014-11-06,1.1879,1.2879,0.57%,开放申购,开放赎回,
2014-11-07,1.1772,1.2772,-0.90%,开放申购,开放赎回,
2014-11-10,1.1892,1.2892,1.02%,开放申购,开放赎回,
2014-11-11,1.1554,1.2554,-2.84%,开放申购,开放赎回,
2014-11-12,1.1744,1.2744,1.64%,开放申购,开放赎回,
2014-11-13,1.1644,1.2644,-0.85%,开放申购,开放赎回,
2014-11-14,1.1616,1.2616,-0.24%,开放申购,开放赎回,
2014-11-17,1.1726,1.2726,0.95%,开放申购,开放赎回,
2014-11-18,1.1748,1.2748,0.19%,开放申购,开放赎回,
2014-11-19,1.1787,1.2787,0.33%,开放申购,开放赎回,
2014-11-20,1.1763,1.2763,-0.20%,开放申购,开放赎回,
2014-11-21,1.1888,1.2888,1.06%,开放申购,开放赎回,
2014-11-24,1.2076,1.3076,1.58%,开放申购,开放赎回,
2014-11-25,1.2251,1.3251,1.45%,开放申购,开放赎回,
2014-11-26,1.2309,1.3309,0.47%,开放申购,开放赎回,
2014-11-27,1.2393,1.3393,0.68%,开放申购,开放赎回,
2014-11-28,1.238,1.338,-0.10%,开放申购,开放赎回,
2014-12-01,1.2295,1.3295,-0.69%,开放申购,开放赎回,
2014-12-02,1.2452,1.3452,1.28%,开放申购,开放赎回,
2014-12-03,1.2592,1.3592,1.12%,开放申购,开放赎回,
2014-12-04,1.2849,1.3849,2.04%,开放申购,开放赎回,
2014-12-05,1.2579,1.3579,-2.10%,开放申购,开放赎回,
2014-12-08,1.276,1.376,1.44%,开放申购,开放赎回,
2014-12-09,1.226,1.326,-3.92%,开放申购,开放赎回,
2014-12-10,1.2668,1.3668,3.33%,开放申购,开放赎回,
2014-12-11,1.2848,1.3848,1.42%,开放申购,开放赎回,
2014-12-12,1.2927,1.3927,0.61%,开放申购,开放赎回,
2014-12-15,1.312,1.412,1.49%,开放申购,开放赎回,
2014-12-16,1.3166,1.4166,0.35%,开放申购,开放赎回,
2014-12-17,1.3053,1.4053,-0.86%,开放申购,开放赎回,
2014-12-18,1.3053,1.4053,0.00%,开放申购,开放赎回,
2014-12-19,1.2979,1.3979,-0.57%,开放申购,开放赎回,
2014-12-22,1.2492,1.3492,-3.75%,开放申购,开放赎回,
2014-12-23,1.2242,1.3242,-2.00%,开放申购,开放赎回,
2014-12-24,1.2396,1.3396,1.26%,开放申购,开放赎回,
2014-12-25,1.2625,1.3625,1.85%,开放申购,开放赎回,
2014-12-26,1.2755,1.3755,1.03%,开放申购,开放赎回,
2014-12-29,1.263,1.363,-0.98%,开放申购,开放赎回,
2014-12-30,1.242,1.342,-1.66%,开放申购,开放赎回,
2014-12-31,1.2526,1.3526,0.85%,开放申购,开放赎回,
2015-01-05,1.2737,1.3737,1.68%,开放申购,开放赎回,
2015-01-06,1.2878,1.3878,1.11%,开放申购,开放赎回,
2015-01-07,1.2898,1.3898,0.16%,开放申购,开放赎回,
2015-01-08,1.2798,1.3798,-0.78%,开放申购,开放赎回,
2015-01-09,1.272,1.372,-0.61%,开放申购,开放赎回,
2015-01-12,1.255,1.355,-1.34%,开放申购,开放赎回,
2015-01-13,1.271,1.371,1.27%,开放申购,开放赎回,
2015-01-14,1.2655,1.3655,-0.43%,开放申购,开放赎回,
2015-01-15,1.2809,1.3809,1.22%,开放申购,开放赎回,
2015-01-16,1.2969,1.3969,1.25%,开放申购,开放赎回,
2015-01-19,1.2439,1.3439,-4.09%,开放申购,开放赎回,
2015-01-20,1.2865,1.3865,3.42%,开放申购,开放赎回,
2015-01-21,1.3178,1.4178,2.43%,开放申购,开放赎回,
2015-01-22,1.3355,1.4355,1.34%,开放申购,开放赎回,
2015-01-23,1.3234,1.4234,-0.91%,开放申购,开放赎回,
2015-01-26,1.3519,1.4519,2.15%,开放申购,开放赎回,
2015-01-27,1.3559,1.4559,0.30%,开放申购,开放赎回,
2015-01-28,1.3491,1.4491,-0.50%,开放申购,开放赎回,
2015-01-29,1.34,1.44,-0.67%,开放申购,开放赎回,
2015-01-30,1.3247,1.4247,-1.14%,开放申购,开放赎回,
2015-02-02,1.3196,1.4196,-0.39%,开放申购,开放赎回,
2015-02-03,1.3417,1.4417,1.67%,开放申购,开放赎回,
2015-02-04,1.3365,1.4365,-0.39%,开放申购,开放赎回,
2015-02-05,1.3302,1.4302,-0.47%,开放申购,开放赎回,
2015-02-06,1.3039,1.4039,-1.98%,开放申购,开放赎回,
2015-02-09,1.2976,1.3976,-0.48%,开放申购,开放赎回,
2015-02-10,1.3145,1.4145,1.30%,开放申购,开放赎回,
2015-02-11,1.3282,1.4282,1.04%,开放申购,开放赎回,
2015-02-12,1.3371,1.4371,0.67%,开放申购,开放赎回,
2015-02-13,1.357,1.457,1.49%,开放申购,开放赎回,
2015-02-16,1.3796,1.4796,1.67%,开放申购,开放赎回,
2015-02-17,1.3889,1.4889,0.67%,开放申购,开放赎回,
2015-02-25,1.3878,1.4878,-0.08%,开放申购,开放赎回,
2015-02-26,1.4018,1.5018,1.01%,开放申购,开放赎回,
2015-02-27,1.4128,1.5128,0.78%,开放申购,开放赎回,
2015-03-02,1.44,1.54,1.93%,开放申购,开放赎回,
2015-03-03,1.4354,1.5354,-0.32%,开放申购,开放赎回,
2015-03-04,1.4562,1.5562,1.45%,开放申购,开放赎回,
2015-03-05,1.456,1.556,-0.01%,开放申购,开放赎回,
2015-03-06,1.4391,1.5391,-1.16%,开放申购,开放赎回,
2015-03-09,1.4567,1.5567,1.22%,开放申购,开放赎回,
2015-03-10,1.4709,1.5709,0.97%,开放申购,开放赎回,
2015-03-11,1.4679,1.5679,-0.20%,开放申购,开放赎回,
2015-03-12,1.4673,1.5673,-0.04%,开放申购,开放赎回,
2015-03-13,1.4829,1.5829,1.06%,开放申购,开放赎回,
2015-03-16,1.5246,1.6246,2.81%,开放申购,开放赎回,
2015-03-17,1.5472,1.6472,1.48%,开放申购,开放赎回,
2015-03-18,1.572,1.672,1.60%,开放申购,开放赎回,
2015-03-19,1.5844,1.6844,0.79%,开放申购,开放赎回,
2015-03-20,1.6,1.7,0.98%,开放申购,开放赎回,
2015-03-23,1.6367,1.7367,2.29%,开放申购,开放赎回,
2015-03-24,1.6432,1.7432,0.40%,开放申购,开放赎回,
2015-03-25,1.6608,1.7608,1.07%,开放申购,开放赎回,
2015-03-26,1.6496,1.7496,-0.67%,开放申购,开放赎回,
2015-03-27,1.6677,1.7677,1.10%,开放申购,开放赎回,
2015-03-30,1.6876,1.7876,1.19%,开放申购,开放赎回,
2015-03-31,1.6893,1.7893,0.10%,开放申购,开放赎回,
2015-04-01,1.7279,1.8279,2.29%,开放申购,开放赎回,
2015-04-02,1.7581,1.8581,1.75%,开放申购,开放赎回,
